,Survived,Pclass,Age,SibSp,Parch,Fare,Embarked_C,Embarked_Q,Sex_female
89,0,3,-0.39791734001840795,0,0,-0.4838609344273639,0,0,0
90,0,3,-0.018368174423162343,0,0,-0.4838609344273639,0,0,0
91,0,3,-0.7015566724946045,0,0,-0.4878007700929986,0,0,0
92,0,1,1.2720989886006728,1,0,0.5851062245963474,0,0,0
93,0,3,-0.24609767378030972,1,2,-0.23183620658224421,0,0,0
94,0,3,2.2589268191483116,0,0,-0.4999583222338386,0,0,0
95,0,3,-0.31133308754920963,0,0,-0.4838609344273639,0,0,0
96,0,1,3.169844816576901,0,0,0.05146172142390435,1,0,0
97,1,1,-0.4738271731374571,0,1,0.6290380080936928,1,0,0
98,1,2,0.3611809911720833,0,1,-0.1830409997938677,0,0,1
99,0,2,0.3611809911720833,1,0,-0.12267579551958754,0,0,0
100,0,3,-0.09427800754221147,0,0,-0.4869637059270619,0,0,1
101,0,3,-0.31133308754920963,0,0,-0.4869637059270619,0,0,0
102,0,1,-0.6256468393755553,0,1,0.9093176758861272,0,0,0
103,0,3,0.28527115805303416,0,0,-0.4717033822865239,0,0,0
104,0,3,0.5889104905292306,2,0,-0.4863761512721256,0,0,0
105,0,3,-0.09427800754221147,0,0,-0.4869637059270619,0,0,0
106,1,3,-0.6256468393755553,0,0,-0.4919096283306013,0,0,1
107,1,3,-0.31133308754920963,0,0,-0.4893944114858396,0,0,0
108,0,3,0.6648203236482798,0,0,-0.4869637059270619,0,0,0
109,1,3,-0.31133308754920963,1,0,-0.15990100482206035,0,1,1
110,0,1,1.348008821719722,0,0,0.40048930819084066,0,0,0
111,0,3,-1.1190607546493747,1,0,-0.35499732068958223,1,0,1
112,0,3,-0.5497370062565062,0,0,-0.4838609344273639,0,0,0
113,0,3,-0.7015566724946045,1,0,-0.4481448552317482,0,0,1
114,0,3,-0.9292861718517519,0,0,-0.354914821577074,1,0,1
115,0,3,-0.6256468393755553,0,0,-0.4863761512721256,0,0,0
116,0,3,3.1318899000173763,0,0,-0.4898974548547919,0,1,0
117,0,2,-0.018368174423162343,1,0,-0.2232844693100545,0,0,0
118,0,1,-0.39791734001840795,0,1,4.334706985481067,1,0,0
119,0,3,-2.0679336686374885,4,2,-0.016533644670644925,0,0,1
120,0,2,-0.6256468393755553,2,0,0.8331066054898486,0,0,0
121,0,3,-0.31133308754920963,0,0,-0.4838609344273639,0,0,0
122,0,2,0.2473162414935096,1,0,-0.04076423766634099,1,0,0
123,1,2,0.2473162414935096,0,0,-0.38425834737480163,0,0,1
124,0,1,1.8793776535530657,0,1,0.9093176758861272,0,0,0
125,1,3,-1.3088353374469974,1,0,-0.4196383935999572,1,0,0
126,0,3,-0.31133308754920963,0,0,-0.4898974548547919,0,1,0
127,1,3,-0.39791734001840795,0,0,-0.5021375061081401,0,0,0
128,1,3,-0.31133308754920963,1,1,-0.19595311698813625,1,0,1
129,0,3,1.1961891554816237,0,0,-0.5054917992923142,0,0,0
130,0,3,0.28527115805303416,0,0,-0.4869637059270619,1,0,0
131,0,3,-0.7015566724946045,0,0,-0.5039826691854573,0,0,0
132,0,3,1.348008821719722,1,0,-0.35407574523766155,0,0,1
133,1,2,-0.018368174423162343,1,0,-0.12267579551958754,0,0,1
134,0,2,-0.32200750689935886,0,0,-0.38425834737480163,0,0,0
135,0,2,-0.4738271731374571,0,0,-0.34309330240669417,1,0,0
136,1,1,-0.7774665056136536,0,2,-0.11697530806261967,0,0,1
137,0,1,0.5889104905292306,1,0,0.42262321642474343,0,0,0
138,0,3,-1.0051960049708009,0,0,-0.4603849064850964,0,0,0
139,0,1,-0.39791734001840795,0,0,0.947800493610981,1,0,0
140,0,3,-0.31133308754920963,0,2,-0.3390689554550755,1,0,1
141,1,3,-0.5497370062565062,0,0,-0.4898974548547919,0,0,1
142,1,3,-0.39791734001840795,1,0,-0.32691140331423546,0,0,1
143,0,3,-0.7774665056136536,0,0,-0.5100191896128853,0,1,0
144,0,2,-0.8533763387327027,0,0,-0.4144409495119417,0,0,0
145,0,2,-0.7774665056136536,1,1,0.09363285312991643,0,0,0
146,1,3,-0.17018784066126058,0,0,-0.48897587940287124,0,0,0
147,0,3,-1.536564836804145,2,2,0.045843733079444615,0,0,1
148,0,2,0.5509555739697061,0,2,-0.12267579551958754,0,0,0
149,0,2,0.9684596561244763,0,0,-0.38425834737480163,0,0,0
150,0,2,1.6516481541959185,0,0,-0.393816171384896,0,0,0
151,1,1,-0.5497370062565062,1,0,0.694266635659004,0,0,1
152,0,3,1.9932424032316394,0,0,-0.4838609344273639,0,0,0
153,0,3,0.8545949064459026,0,2,-0.35407574523766155,0,0,0
154,0,3,-0.31133308754920963,0,0,-0.4987007138114578,0,0,0
155,0,1,1.6516481541959185,0,1,0.5892150828339501,1,0,0
156,1,3,-1.0051960049708009,0,0,-0.4902334878252521,0,1,1
157,0,3,0.05754165869588678,0,0,-0.4838609344273639,0,0,0
158,0,3,-0.31133308754920963,0,0,-0.4715363718880317,0,0,0
159,0,3,-0.31133308754920963,8,2,0.7536257531953796,0,0,0
160,0,3,1.1202793223625744,0,1,-0.3218809696247121,0,0,0
161,1,2,0.816639989886378,0,0,-0.3289235767900448,0,0,1
162,0,3,-0.24609767378030972,0,0,-0.4893944114858396,0,0,0
163,0,3,-0.9292861718517519,0,0,-0.4715363718880317,0,0,0
164,0,3,-2.143843501756538,4,1,0.15274044898181577,0,0,0
165,1,3,-1.536564836804145,0,2,-0.23284229332014889,0,0,0
166,1,1,0.6728321114698664,0,1,0.4608545124651208,0,0,1
167,0,3,1.1961891554816237,1,4,-0.08444449947921012,0,0,1
168,0,1,0.6728321114698664,0,0,-0.12418492562644452,0,0,0
169,0,3,-0.09427800754221147,0,0,0.490952603316277,0,0,0
170,0,1,2.41074648538641,0,0,0.0282372151661129,0,0,0
171,0,3,-1.9161140023993906,4,1,-0.05979537440054569,0,1,0
172,1,3,-2.143843501756538,1,1,-0.4218195896477346,0,0,1
173,0,3,-0.6256468393755553,0,0,-0.4863761512721256,0,0,0
174,0,1,2.031197319791164,0,0,-0.028188153442532622,1,0,0
175,0,3,-0.8533763387327027,1,1,-0.4878007700929986,0,0,0
176,0,3,-0.31133308754920963,3,1,-0.13340671666607876,0,0,0
177,0,1,1.5757383210768694,0,0,-0.06809558998825924,1,0,1
178,0,2,0.05754165869588678,0,0,-0.38425834737480163,0,0,0
179,0,3,0.5130006574101815,0,0,-0.6458408992300158,0,0,0
180,0,3,-0.31133308754920963,8,2,0.7536257531953796,0,0,1
181,0,2,0.048252576804960395,0,0,-0.34300879112071014,1,0,0
182,0,3,-1.536564836804145,4,2,-0.014269949510359405,0,0,0
183,1,2,-2.143843501756538,2,1,0.13890675633562655,0,0,0
184,1,3,-1.9161140023993906,0,2,-0.2026596911830088,0,0,1
185,0,1,0.6728321114698664,0,0,0.3602458386746539,0,0,0
186,1,3,-0.31133308754920963,1,0,-0.33395401047956813,0,1,1
187,1,1,1.1961891554816237,0,0,-0.11160884140263616,0,0,0
188,0,3,0.816639989886378,1,1,-0.33395401047956813,0,1,0
189,0,3,0.5130006574101815,0,0,-0.4869637059270619,0,0,0
190,1,2,0.20936132493398504,0,0,-0.38425834737480163,0,0,1
191,0,2,-0.7774665056136536,0,0,-0.38425834737480163,0,0,0
192,1,3,-0.7774665056136536,1,0,-0.4878007700929986,0,0,1
193,1,2,-1.9920238355184396,1,1,-0.12267579551958754,0,0,0
194,1,1,1.1202793223625744,0,0,-0.08805031434786041,1,0,1
195,1,1,2.183016986029262,0,0,2.3024117749136344,1,0,1
196,0,3,-0.31133308754920963,0,0,-0.4898974548547919,0,1,0
197,0,3,0.9684596561244763,0,1,-0.47673381597604725,0,0,0
198,1,3,-0.31133308754920963,0,0,-0.4898974548547919,0,1,1
199,0,2,-0.39791734001840795,0,0,-0.38425834737480163,0,0,1
200,0,3,-0.09427800754221147,0,0,-0.4546844190281285,0,0,0
201,0,3,-0.31133308754920963,8,2,0.7536257531953796,0,0,0
202,0,3,0.3611809911720833,0,0,-0.5151341345883926,0,0,0
203,0,3,1.2341440720411483,0,0,-0.500461365602791,1,0,0
204,1,3,-0.8533763387327027,0,0,-0.4838609344273639,0,0,0
205,0,3,-2.0679336686374885,0,1,-0.43531724932346366,0,0,1
206,0,3,0.20936132493398504,1,0,-0.32691140331423546,0,0,0
207,1,3,-0.24609767378030972,0,0,-0.2678038074623361,1,0,0
208,1,3,-1.0051960049708009,0,0,-0.4898974548547919,0,1,1
209,1,1,0.816639989886378,0,0,-0.02206712172912058,1,0,0
210,0,3,-0.39791734001840795,0,0,-0.5039826691854573,0,0,0
211,1,2,0.4370908242911324,0,0,-0.2232844693100545,0,0,1
212,0,3,-0.5497370062565062,0,0,-0.4999583222338386,0,0,0
213,0,2,0.05754165869588678,0,0,-0.38425834737480163,0,0,0
214,0,3,-0.31133308754920963,1,0,-0.4898974548547919,0,1,0
215,1,1,0.1334514918149359,1,0,1.6334486054930133,1,0,1
216,1,3,-0.17018784066126058,0,0,-0.4863761512721256,0,0,1
217,0,2,0.9684596561244763,1,0,-0.10255406076149415,0,0,0
218,1,1,0.20936132493398504,0,0,0.889280452414018,1,0,1
219,0,2,0.05754165869588678,0,0,-0.4345626842700351,0,0,0
220,1,3,-1.0051960049708009,0,0,-0.4838609344273639,0,0,0
221,0,2,-0.17018784066126058,0,0,-0.38425834737480163,0,0,0
222,0,3,1.6516481541959185,0,0,-0.4838609344273639,0,0,0
223,0,3,-0.31133308754920963,0,0,-0.4869637059270619,0,0,0
224,1,1,0.6648203236482798,1,0,1.1651152289983895,0,0,0
225,0,3,-0.5497370062565062,0,0,-0.4577026792418425,0,0,0
226,1,2,-0.7774665056136536,0,0,-0.4345626842700351,0,0,0
227,0,3,-0.6636017559350799,0,0,-0.4999583222338386,0,0,0
228,0,2,-0.8533763387327027,0,0,-0.38425834737480163,0,0,0
229,0,3,-0.31133308754920963,3,1,-0.13340671666607876,0,0,1
230,1,1,0.4370908242911324,1,0,1.03382090970183,0,0,1
231,0,3,-0.018368174423162343,0,0,-0.4893944114858396,0,0,0
232,0,2,2.2589268191483116,0,0,-0.3741974799957549,0,0,0
233,1,3,-1.8402041692803413,4,2,-0.014269949510359405,0,0,1
234,0,2,-0.39791734001840795,0,0,-0.4345626842700351,0,0,0
235,0,3,-0.31133308754920963,0,0,-0.4939218018064106,0,0,1
236,0,2,1.1202793223625744,1,0,-0.12267579551958754,0,0,0
237,1,2,-1.612474669923194,0,2,-0.11764536183006419,0,0,1
238,0,2,-0.7774665056136536,0,0,-0.4345626842700351,0,0,0
239,0,2,0.28527115805303416,0,0,-0.3988466050744194,0,0,0
240,0,3,-0.31133308754920963,1,0,-0.35499732068958223,1,0,1
241,1,3,-0.31133308754920963,1,0,-0.33395401047956813,0,1,1
242,0,2,-0.018368174423162343,0,0,-0.4345626842700351,0,0,0
243,0,3,-0.5497370062565062,0,0,-0.5024735390786003,0,0,0
244,0,3,0.05754165869588678,0,0,-0.500461365602791,1,0,0
245,0,1,1.1202793223625744,2,0,1.1651152289983895,0,1,0
246,0,3,-0.32200750689935886,0,0,-0.4893944114858396,0,0,1
247,1,2,-0.39791734001840795,0,2,-0.35407574523766155,0,0,1
248,1,1,0.5889104905292306,1,1,0.41164077359377604,0,0,0
249,0,2,1.8793776535530657,1,0,-0.12267579551958754,0,0,0
250,0,3,-0.31133308754920963,0,0,-0.4999583222338386,0,0,0
251,0,3,-0.018368174423162343,1,1,-0.43531724932346366,0,0,1
252,0,1,2.486656318505459,0,0,-0.11160884140263616,0,0,0
253,0,3,0.05754165869588678,1,0,-0.3218809696247121,0,0,0
254,0,3,0.8925498230054272,0,2,-0.23913033543205306,0,0,1
255,1,3,-0.018368174423162343,0,2,-0.3390689554550755,1,0,1
256,1,1,0.6728321114698664,0,0,0.947800493610981,1,0,1
257,1,1,0.05754165869588678,0,0,1.0946891573450626,0,0,1
258,1,1,0.4370908242911324,0,0,9.663111371996166,1,0,1
259,1,2,1.5757383210768694,0,1,-0.12267579551958754,0,0,1
260,0,3,-0.31133308754920963,0,0,-0.4898974548547919,0,1,0
261,1,3,-1.9920238355184396,4,2,-0.014269949510359405,0,0,0
262,0,1,1.7275579873149676,1,1,0.956855274252123,0,0,0
263,0,1,0.816639989886378,0,0,-0.6458408992300158,0,0,0
264,0,3,-0.31133308754920963,0,0,-0.4898974548547919,0,1,1
265,0,2,0.5130006574101815,0,0,-0.4345626842700351,0,0,0
266,0,3,-1.0051960049708009,4,1,0.15274044898181577,0,0,0
267,1,3,-0.32200750689935886,1,0,-0.4893944114858396,0,0,0
268,1,1,2.183016986029262,0,1,2.4420908210838914,0,0,1
269,1,1,0.4370908242911324,0,0,2.0833363877348923,0,0,1
270,0,1,0.6728321114698664,0,0,-0.02206712172912058,0,0,0
271,1,3,-0.32200750689935886,0,0,-0.6458408992300158,0,0,0
272,1,2,0.8925498230054272,0,1,-0.2534670714471946,0,0,1
273,0,1,0.5889104905292306,0,1,-0.048225376914642,1,0,0
274,1,3,-0.31133308754920963,0,0,-0.4898974548547919,0,1,1
275,1,1,2.562566151624508,1,0,0.9228153355618562,0,0,1
276,0,3,1.1961891554816237,0,0,-0.4898974548547919,0,0,1
277,0,2,0.048252576804960395,0,0,-0.6458408992300158,0,0,0
278,0,3,-1.688384503042243,4,1,-0.05979537440054569,0,1,0
279,1,3,0.4370908242911324,1,1,-0.23837577037862454,0,0,1
280,0,3,2.714385817862606,0,0,-0.4898974548547919,0,1,0
281,0,3,-0.09427800754221147,0,0,-0.4878007700929986,0,0,0
282,0,3,-1.0051960049708009,0,0,-0.4546844190281285,0,0,0
283,1,3,-0.7774665056136536,0,0,-0.4838609344273639,0,0,0
284,0,1,0.6728321114698664,0,0,-0.12267579551958754,0,0,0
285,0,3,0.28527115805303416,0,0,-0.4715363718880317,1,0,0
286,1,3,0.05754165869588678,0,0,-0.4546844190281285,0,0,0
287,0,3,-0.5497370062565062,0,0,-0.4869637059270619,0,0,0
288,1,2,0.9684596561244763,0,0,-0.38425834737480163,0,0,0
289,1,3,-0.5497370062565062,0,0,-0.4898974548547919,0,1,1
290,1,1,-0.24609767378030972,0,0,0.9407578864456481,0,0,1
291,1,1,-0.7774665056136536,1,0,1.1868306051493238,1,0,1
292,0,2,0.5130006574101815,0,0,-0.3867735642195633,1,0,0
293,0,3,-0.39791734001840795,0,0,-0.4677635466208892,0,0,1
294,0,3,-0.39791734001840795,0,0,-0.4869637059270619,0,0,0
295,0,1,0.6728321114698664,0,0,-0.08805031434786041,1,0,0
296,0,3,-0.43587225657793255,0,0,-0.500376854316807,1,0,0
297,0,1,-2.0679336686374885,1,2,2.4036080033590377,0,0,1
298,1,1,0.6728321114698664,0,0,-0.032127989108167276,0,0,0
299,1,1,1.5757383210768694,0,1,4.334706985481067,1,0,1
300,1,3,-0.31133308754920963,0,0,-0.4898974548547919,0,1,1
301,1,3,-0.31133308754920963,2,0,-0.17801056610434438,0,1,0
302,0,3,-0.7774665056136536,0,0,-0.6458408992300158,0,0,0
303,1,2,0.048252576804960395,0,0,-0.39733747496756233,0,1,1
304,0,3,-0.31133308754920963,0,0,-0.4838609344273639,0,0,0
305,1,1,-2.149916288406062,1,2,2.4036080033590377,0,0,0
306,1,1,0.6728321114698664,0,0,1.5853234524720816,1,0,1
307,1,1,-0.9292861718517519,1,0,1.5454160159263546,1,0,1
308,0,2,0.05754165869588678,1,0,-0.1629192650357743,1,0,0
309,1,1,0.05754165869588678,0,0,0.49967336316043465,1,0,1
310,1,1,-0.39791734001840795,0,0,1.0274483563039418,1,0,1
311,1,1,-0.8533763387327027,2,2,4.633599257924738,1,0,1
312,0,2,-0.24609767378030972,1,1,-0.12267579551958754,0,0,1
313,0,3,-0.09427800754221147,0,0,-0.4869637059270619,0,0,0
314,0,2,1.0443694892435254,1,1,-0.11764536183006419,0,0,0
315,1,3,-0.24609767378030972,0,0,-0.4878007700929986,0,0,1
316,1,2,-0.39791734001840795,1,0,-0.12267579551958754,0,0,1
317,0,2,1.8793776535530657,0,0,-0.3641366126167082,0,0,0
318,1,1,0.1334514918149359,0,2,2.67156310861214,0,0,1
319,1,1,0.816639989886378,1,1,2.060532425733545,1,0,1
320,0,3,-0.5497370062565062,0,0,-0.4999583222338386,0,0,0
321,0,3,-0.17018784066126058,0,0,-0.4869637059270619,0,0,0
322,1,2,0.05754165869588678,0,0,-0.39733747496756233,0,1,1
323,1,2,-0.5497370062565062,1,1,-0.06231059124530736,0,0,1
324,0,3,-0.31133308754920963,8,2,0.7536257531953796,0,0,0
325,1,1,0.5130006574101815,0,0,2.0833363877348923,1,0,1
326,0,3,2.41074648538641,0,0,-0.5203315786764082,0,0,0
327,1,2,0.5130006574101815,0,0,-0.38425834737480163,0,0,1
328,1,3,0.1334514918149359,1,1,-0.23284229332014889,0,0,1
329,1,1,-1.0051960049708009,0,1,0.5208011846564327,1,0,1
330,1,3,-0.31133308754920963,2,0,-0.17801056610434438,0,1,1
331,0,1,1.2341440720411483,0,0,-0.07237145862435405,0,0,0
332,0,1,0.6648203236482798,0,1,2.4420908210838914,0,0,0
333,0,3,-1.0051960049708009,2,0,-0.2836496735843347,0,0,0
334,1,1,0.6728321114698664,1,0,2.043428951189166,0,0,1
335,0,3,-0.31133308754920963,0,0,-0.4869637059270619,0,0,0
336,0,1,-0.018368174423162343,1,0,0.694266635659004,0,0,0
337,1,1,0.8925498230054272,0,0,2.060532425733545,1,0,1
338,1,3,1.1961891554816237,0,0,-0.4838609344273639,0,0,0
339,0,1,1.1961891554816237,0,0,0.06848068468229969,0,0,0
340,1,2,-2.0679336686374885,1,1,-0.12267579551958754,0,0,0
341,1,1,-0.39791734001840795,3,2,4.646175342148546,0,0,1
342,0,2,-0.09427800754221147,0,0,-0.38425834737480163,0,0,0
343,0,2,-0.32200750689935886,0,0,-0.38425834737480163,0,0,0
344,0,2,0.5130006574101815,0,0,-0.38425834737480163,0,0,0
345,1,2,-0.39791734001840795,0,0,-0.38425834737480163,0,0,1
346,1,2,0.816639989886378,0,0,-0.38425834737480163,0,0,1
347,1,3,-0.31133308754920963,1,0,-0.3218809696247121,0,0,1
348,1,3,-1.9920238355184396,1,1,-0.3259053165763308,0,0,0
349,0,3,0.9684596561244763,0,0,-0.4715363718880317,0,0,0
350,0,3,-0.4738271731374571,0,0,-0.46021789608660413,0,0,0
351,0,1,0.6728321114698664,0,0,0.058419817303252984,0,0,0
352,0,3,-1.0811058380898502,1,1,-0.500376854316807,1,0,0
353,0,3,-0.32200750689935886,1,0,-0.2876740205359533,0,0,0
354,0,3,-0.31133308754920963,0,0,-0.500461365602791,1,0,0
355,0,3,-0.09427800754221147,0,0,-0.4546844190281285,0,0,0
356,1,1,-0.5497370062565062,0,1,0.4608545124651208,0,0,1
357,0,2,0.6648203236482798,0,0,-0.38425834737480163,0,0,1
358,1,3,-0.31133308754920963,0,0,-0.48729772672404625,0,1,1
359,1,3,-0.31133308754920963,0,0,-0.48729772672404625,0,1,1
360,0,3,0.816639989886378,1,4,-0.08444449947921012,0,0,0
361,0,2,-0.018368174423162343,1,0,-0.08805031434786041,1,0,0
362,0,3,1.1961891554816237,0,1,-0.35499732068958223,1,0,1
363,0,3,0.4370908242911324,0,0,-0.5039826691854573,0,0,0
364,0,3,-0.31133308754920963,1,0,-0.33395401047956813,0,1,0
365,0,3,0.05754165869588678,0,0,-0.4999583222338386,0,0,0
366,1,1,2.3348366522673607,1,0,0.868319641316512,1,0,1
367,1,3,-0.31133308754920963,0,0,-0.500376854316807,1,0,1
368,1,3,-0.31133308754920963,0,0,-0.4898974548547919,0,1,1
369,1,1,-0.39791734001840795,0,0,0.7485953195058562,1,0,1
370,1,1,-0.32200750689935886,1,0,0.46974228270777063,1,0,0
371,0,3,-0.8533763387327027,1,0,-0.5151341345883926,0,0,0
372,0,3,-0.7774665056136536,0,0,-0.4838609344273639,0,0,0
373,0,1,-0.5497370062565062,0,0,2.0833363877348923,1,0,0
374,0,3,-1.9920238355184396,3,1,-0.2217753392031975,0,0,1
375,1,1,0.6728321114698664,1,0,1.0075781432303248,1,0,1
376,1,3,-0.5497370062565062,0,0,-0.4999583222338386,0,0,1
377,0,1,-0.17018784066126058,0,2,3.6099060021067366,1,0,0
378,0,3,-0.7015566724946045,0,0,-0.565102438513166,1,0,0
379,0,3,-0.7774665056136536,0,0,-0.4893944114858396,0,0,0
380,1,1,0.9684596561244763,0,0,3.932356801605183,1,0,1
381,1,3,-2.143843501756538,0,2,-0.32909058718853695,1,0,1
382,0,3,0.20936132493398504,0,0,-0.4863761512721256,0,0,0
383,1,1,0.4370908242911324,1,0,0.40048930819084066,0,0,1
384,0,3,-0.31133308754920963,0,0,-0.4869637059270619,0,0,0
385,0,2,-0.8533763387327027,0,0,0.8331066054898486,0,0,0
386,0,3,-2.143843501756538,5,2,0.2978684609245643,0,0,0
387,1,2,0.5130006574101815,0,0,-0.38425834737480163,0,0,1
388,0,3,-0.31133308754920963,0,0,-0.4903159869377603,0,1,0
389,1,2,-0.9292861718517519,0,0,-0.404380082132895,1,0,1
390,1,1,0.5130006574101815,1,2,1.768767271741191,0,0,0
391,1,3,-0.6256468393755553,0,0,-0.48897587940287124,0,0,0
392,0,3,-0.09427800754221147,2,0,-0.4863761512721256,0,0,0
393,1,1,-0.4738271731374571,1,0,1.6334486054930133,1,0,1
394,1,3,-0.39791734001840795,0,2,-0.3098079287698561,0,0,1
395,0,3,-0.5497370062565062,0,0,-0.48897587940287124,0,0,0
